3,1,1159.13,420.45,36.50,105.72,1,-1,-1,-1
3,2,459.75,427.24,74.28,182.10,1,-1,-1,-1
3,3,1364.87,392.60,76.33,226.52,1,-1,-1,-1
3,4,1106.01,418.64,30.70,80.21,1,-1,-1,-1
3,5,669.22,411.42,69.09,199.63,1,-1,-1,-1
3,6,1466.05,419.66,74.49,177.62,1,-1,-1,-1
3,7,1214.98,411.80,42.71,117.33,1,-1,-1,-1
3,8,1585.43,422.60,41.64,108.00,1,-1,-1,-1
3,9,716.97,420.43,56.02,174.96,1,-1,-1,-1
3,10,580.44,424.09,58.80,177.62,1,-1,-1,-1
3,11,389.60,432.86,27.30,67.51,1,-1,-1,-1
3,12,863.71,434.70,21.32,68.71,1,-1,-1,-1
3,13,538.73,433.36,61.70,172.91,1,-1,-1,-1
3,15,812.58,430.17,21.28,62.51,1,-1,-1,-1
3,16,844.08,431.96,26.97,69.97,1,-1,-1,-1
4,1,1152.53,419.66,37.72,108.77,1,-1,-1,-1
4,2,454.57,427.88,73.99,181.17,1,-1,-1,-1
4,3,1362.32,399.36,76.03,225.32,1,-1,-1,-1
4,4,1099.16,418.62,32.25,84.37,1,-1,-1,-1
4,5,662.59,408.01,71.66,205.85,1,-1,-1,-1
4,6,1458.15,420.80,75.41,179.91,1,-1,-1,-1
4,7,1206.97,411.77,43.32,118.78,1,-1,-1,-1
4,8,1580.37,423.97,41.18,106.85,1,-1,-1,-1
4,9,713.82,421.01,55.37,172.94,1,-1,-1,-1
4,10,575.69,421.81,59.96,181.36,1,-1,-1,-1
4,11,378.81,430.22,28.90,71.58,1,-1,-1,-1
4,12,865.88,435.73,20.88,67.29,1,-1,-1,-1
4,13,530.59,432.54,62.76,175.17,1,-1,-1,-1
4,15,819.16,431.03,22.18,65.17,1,-1,-1,-1
4,16,838.96,433.25,27.23,71.04,1,-1,-1,-1
5,1,1145.49,423.08,37.57,107.98,1,-1,-1,-1
5,2,447.93,429.73,73.78,180.79,1,-1,-1,-1
5,3,1357.89,399.34,79.15,234.33,1,-1,-1,-1
5,4,1094.62,422.04,31.91,83.39,1,-1,-1,-1
5,5,654.39,411.07,72.72,207.32,1,-1,-1,-1
5,6,1447.92,423.52,75.02,179.22,1,-1,-1,-1
5,7,1200.48,413.01,43.86,119.66,1,-1,-1,-1
5,8,1573.71,428.90,41.29,106.90,1,-1,-1,-1
5,10,571.41,426.63,58.38,176.13,1,-1,-1,-1
5,11,367.34,430.41,28.80,71.46,1,-1,-1,-1
5,13,524.21,432.25,63.68,177.30,1,-1,-1,-1
5,15,820.17,435.57,22.19,65.09,1,-1,-1,-1
5,16,833.77,435.70,26.94,70.87,1,-1,-1,-1
5,19,777.67,433.04,20.53,61.20,1,-1,-1,-1
6,1,1140.32,424.37,37.62,107.65,1,-1,-1,-1
6,2,442.26,426.56,74.84,183.65,1,-1,-1,-1
6,3,1357.38,401.00,79.49,234.66,1,-1,-1,-1
6,4,1090.68,420.34,32.87,85.97,1,-1,-1,-1
6,5,648.65,414.15,73.22,206.91,1,-1,-1,-1
6,6,1442.63,425.43,73.85,176.84,1,-1,-1,-1
6,7,1195.60,414.08,43.77,118.79,1,-1,-1,-1
6,8,1568.25,431.91,41.27,106.74,1,-1,-1,-1
6,10,568.82,429.15,57.74,173.99,1,-1,-1,-1
6,11,361.67,433.07,28.60,70.74,1,-1,-1,-1
6,13,521.32,432.91,62.79,174.98,1,-1,-1,-1
6,15,817.70,436.09,22.48,65.77,1,-1,-1,-1
6,16,831.21,435.72,27.40,72.80,1,-1,-1,-1
6,19,777.31,434.30,20.75,61.66,1,-1,-1,-1
7,1,1138.04,423.39,37.40,106.77,1,-1,-1,-1
7,2,437.87,429.12,74.84,183.24,1,-1,-1,-1
7,3,1358.03,402.31,79.75,234.35,1,-1,-1,-1
7,4,1091.25,425.29,30.64,79.68,1,-1,-1,-1
7,5,644.18,416.44,73.81,207.07,1,-1,-1,-1
7,6,1436.64,432.23,73.49,175.63,1,-1,-1,-1
7,7,1193.29,413.32,45.04,121.24,1,-1,-1,-1
7,8,1566.15,432.36,41.46,107.20,1,-1,-1,-1
7,10,563.36,432.62,58.17,175.31,1,-1,-1,-1
7,11,360.05,435.62,29.48,72.85,1,-1,-1,-1
7,13,516.49,433.12,63.26,176.23,1,-1,-1,-1
7,15,815.98,435.65,22.54,65.90,1,-1,-1,-1
7,16,828.93,435.32,27.11,72.77,1,-1,-1,-1
7,19,772.58,434.00,20.29,60.29,1,-1,-1,-1
7,23,742.17,437.69,21.60,59.51,1,-1,-1,-1
7,24,727.31,444.61,23.90,65.24,1,-1,-1,-1
8,1,1131.97,428.44,37.27,105.59,1,-1,-1,-1
8,2,432.22,430.14,75.60,185.04,1,-1,-1,-1
8,3,1358.01,404.20,79.96,234.87,1,-1,-1,-1
8,4,1085.41,428.43,31.01,80.29,1,-1,-1,-1
8,5,638.67,415.95,76.17,210.89,1,-1,-1,-1
8,6,1430.81,431.39,73.70,176.23,1,-1,-1,-1
8,7,1186.46,416.04,45.28,121.27,1,-1,-1,-1
8,8,1563.66,435.25,41.64,107.52,1,-1,-1,-1
8,10,555.39,431.82,60.07,180.82,1,-1,-1,-1
8,11,352.44,437.66,29.00,71.62,1,-1,-1,-1
8,13,513.38,438.42,62.34,173.41,1,-1,-1,-1
8,15,807.89,440.15,22.25,64.88,1,-1,-1,-1
8,16,824.78,440.17,25.97,70.54,1,-1,-1,-1
8,19,775.43,439.48,21.13,62.49,1,-1,-1,-1
8,23,740.67,443.37,21.87,60.29,1,-1,-1,-1
8,24,727.46,444.50,23.62,64.47,1,-1,-1,-1
9,1,1129.70,429.57,37.93,106.78,1,-1,-1,-1
9,2,429.57,430.70,75.51,184.32,1,-1,-1,-1
9,3,1357.24,403.78,80.46,236.18,1,-1,-1,-1
9,4,1082.19,429.32,32.19,82.97,1,-1,-1,-1
9,5,634.63,417.02,76.88,210.88,1,-1,-1,-1
9,6,1428.10,429.90,74.30,177.83,1,-1,-1,-1
9,7,1183.70,416.56,45.74,121.78,1,-1,-1,-1
9,8,1564.28,437.37,41.58,107.18,1,-1,-1,-1
9,10,552.93,430.69,60.64,182.28,1,-1,-1,-1
9,11,349.49,438.30,28.95,71.40,1,-1,-1,-1
9,13,511.04,439.29,62.24,172.33,1,-1,-1,-1
9,15,805.73,440.40,22.24,64.68,1,-1,-1,-1
9,16,821.09,441.41,24.88,68.04,1,-1,-1,-1
9,19,777.88,439.95,21.48,63.17,1,-1,-1,-1
9,23,740.70,447.08,21.38,58.79,1,-1,-1,-1
9,24,749.32,441.11,22.45,61.30,1,-1,-1,-1
10,1,1126.63,430.06,38.53,108.01,1,-1,-1,-1
10,2,423.78,430.82,75.73,184.69,1,-1,-1,-1
10,3,1358.97,402.48,82.83,244.23,1,-1,-1,-1
10,4,1078.80,428.85,33.22,85.08,1,-1,-1,-1
10,5,629.12,422.57,76.39,207.30,1,-1,-1,-1
10,6,1424.03,427.74,75.44,181.71,1,-1,-1,-1
10,7,1180.13,417.33,45.95,121.47,1,-1,-1,-1
10,8,1564.55,437.11,42.22,108.68,1,-1,-1,-1
10,10,548.92,433.52,59.91,180.38,1,-1,-1,-1
10,11,344.16,438.96,28.39,69.42,1,-1,-1,-1
10,13,504.29,442.49,61.47,169.89,1,-1,-1,-1
10,15,801.68,441.04,22.41,65.00,1,-1,-1,-1
10,16,818.85,442.74,24.92,68.86,1,-1,-1,-1
10,19,776.92,439.67,21.86,63.70,1,-1,-1,-1
10,23,738.93,445.85,21.85,60.11,1,-1,-1,-1
10,24,751.36,439.72,22.63,61.86,1,-1,-1,-1
11,1,1124.21,431.20,38.39,107.04,1,-1,-1,-1
11,2,416.19,431.06,75.95,185.81,1,-1,-1,-1
11,3,1360.70,399.57,84.56,250.48,1,-1,-1,-1
11,4,1077.32,428.74,33.61,85.40,1,-1,-1,-1
11,5,622.30,422.94,78.34,209.25,1,-1,-1,-1
11,6,1421.09,428.43,76.08,183.75,1,-1,-1,-1
11,7,1177.16,417.86,46.00,121.06,1,-1,-1,-1
11,8,1562.77,437.61,42.36,108.91,1,-1,-1,-1
11,10,545.17,434.77,59.86,179.95,1,-1,-1,-1
11,11,337.60,438.96,29.38,71.19,1,-1,-1,-1
11,13,498.35,441.41,61.49,169.94,1,-1,-1,-1
11,15,797.27,442.09,22.74,65.97,1,-1,-1,-1
11,16,816.10,443.37,24.89,69.63,1,-1,-1,-1
11,19,773.81,441.32,21.80,63.48,1,-1,-1,-1
11,23,729.50,445.09,22.55,62.03,1,-1,-1,-1
11,24,745.94,441.02,22.68,62.11,1,-1,-1,-1
12,1,1122.91,430.64,39.05,108.26,1,-1,-1,-1
12,2,411.33,431.00,75.34,184.41,1,-1,-1,-1
12,3,1363.34,398.29,84.25,250.55,1,-1,-1,-1
12,4,1076.57,427.77,34.27,86.56,1,-1,-1,-1
12,5,616.94,420.04,80.29,212.27,1,-1,-1,-1
12,6,1420.53,428.12,73.48,179.70,1,-1,-1,-1
12,7,1175.05,417.29,46.28,121.09,1,-1,-1,-1
12,8,1562.46,437.39,42.68,109.59,1,-1,-1,-1
12,10,541.50,432.45,60.31,180.91,1,-1,-1,-1
12,11,332.15,438.06,29.61,71.70,1,-1,-1,-1
12,12,788.09,441.22,20.49,65.43,1,-1,-1,-1
12,13,493.54,440.50,61.40,169.36,1,-1,-1,-1
12,15,798.54,441.91,23.17,67.45,1,-1,-1,-1
12,16,812.96,442.87,24.60,69.46,1,-1,-1,-1
12,19,772.33,440.85,21.76,63.05,1,-1,-1,-1
12,23,731.36,441.85,23.03,63.47,1,-1,-1,-1
12,24,750.95,437.48,25.04,67.11,1,-1,-1,-1
12,29,829.53,440.07,22.35,68.44,1,-1,-1,-1
13,1,1121.66,430.99,39.11,107.97,1,-1,-1,-1
13,2,407.83,431.83,75.57,184.85,1,-1,-1,-1
